date,season,location,time,reef_zone,lat,lon,reef_name,reef,Fistularia commersonii,fish,abundance,size,visibility,temp,comments,Distribution,a,b,first_maturity, reef_fidelity,comments
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,2,6,,30,,Indo-Pacific,NA,NA,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,4,5,,30,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,6,3,,30,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Balistes capriscus,1,1,6,,30,,Eastern Atlantic - Mediterranean, 0.0210, 2.95,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Balistes capriscus,1,3,45,,30,,Eastern Atlantic - Mediterranean, 0.0211, 2.96,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Balistes capriscus,1,5,4,,30,,Eastern Atlantic - Mediterranean, 0.0212, 2.97,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Boops boops,1,1,14,,30,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Boops boops,1,500,12,,30,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Boops boops,1,500,8,,30,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.496597,34.878720,Sirenna,AR - 2,Boops boops,1,3000,10,,30,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Boops boops,1,3000,10,,30,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Boops boops,1,5000,8,,30,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Caranx crysos,1,3,30,,30,,Eastern Atlantic - Mediterranean,0.02,2.96,18,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Cheilodipterus novemstriatus,1,4,4,,30,,Indo-Pacific,NA,NA,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Cheilodipterus novemstriatus,1,20,5,,30,,Indo-Pacific,NA,NA,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Cheilodipterus novemstriatus,1,2,8,,30,,Indo-Pacific,NA,NA,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Cheilodipterus novemstriatus,1,4,5,,30,,Indo-Pacific,NA,NA,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Cheilodipterus novemstriatus,1,30,3,,30,,Indo-Pacific,NA,NA,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Cheilodipterus novemstriatus,1,10,2,,30,,Indo-Pacific,NA,NA,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.492550,34.877280,True,True ,Chromis chromis,1,3,6,,30,,Eastern Atlantic - Mediterranean,0.0316,2.76,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.492550,34.877280,True,True ,Chromis chromis,1,4,3,,30,,Eastern Atlantic - Mediterranean,0.0316,2.76,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Chromis chromis,1,1,5,,30,,Eastern Atlantic - Mediterranean,0.0316,2.76,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.496597,34.878720,Sirenna,AR - 2,Chromis chromis,1,4,3,,30,,Eastern Atlantic - Mediterranean,0.0316,2.76,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Chromis chromis,1,4,4,,30,,Eastern Atlantic - Mediterranean,0.0316,2.76,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Chromis chromis,1,1,3,,30,,Eastern Atlantic - Mediterranean,0.0316,2.76,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Chromis chromis,1,1,5,,30,,Eastern Atlantic - Mediterranean,0.0316,2.76,NA,Resident ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Coris julis,1,7,4,,30,,Eastern Atlantic - Mediterranean, 0.0079,3.09,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Coris julis,1,1,6,,30,,Eastern Atlantic - Mediterranean, 0.0079,3.09,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Diplodus vulgaris,1,1,10,,30,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Diplodus vulgaris,1,3,8,,30,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,1,10,,30,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,4,8,,30,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Diplodus vulgaris,1,6,6,,30,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Diplodus vulgaris,1,4,4,,30,,Eastern Atlantic - Mediterranean,0.0126,3.11,15.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Epinephelus aeneus,1,1,20,,30,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Epinephelus aeneus,1,1,25,,30,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Epinephelus aeneus,1,1,28,,30,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Epinephelus aeneus,1,1,40,,30,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Epinephelus aeneus,1,1,80,,30,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Epinephelus aeneus,1,1,75,,30,,Eastern Atlantic - Mediterranean,0.0081,3.11,50,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Epinephelus costae,1,1,18,,30,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Epinephelus costae,1,1,25,,30,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Epinephelus costae,1,1,25,,30,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Epinephelus costae,1,1,20,,30,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,30,,30,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,20,,30,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,25,,30,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Epinephelus costae,1,1,15,,30,,Eastern Atlantic - Mediterranean,0.0076,3.12,30,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,sand,32.494633,34.877960,Medussa,AR - 1,Gobius bucchichi,1,1,12,,30,,Eastern Atlantic - Mediterranean,NA,NA,3.4,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Herklotsichthys punctatus,1,4,6,,30,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,sand,32.496597,34.878720,Sirenna,AR - 2,Parupeneus forskalii,1,1,20,,30,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,sand,32.496597,34.878720,Sirenna,AR - 2,Parupeneus forskalii,1,1,15,,30,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,sand,32.496597,34.878720,Sirenna,AR - 2,Parupeneus forskalii,1,1,25,,30,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,sand,32.496597,34.878720,Sirenna,AR - 2,Parupeneus forskalii,1,1,12,,30,,Indo-Pacific,NA,NA,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Plotosus lineatus,1,1,25,,30,,Indo-Pacific,0.0081,3.12,14,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Plotosus lineatus,1,100,20,,30,,Indo-Pacific,0.0081,3.12,14,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Pomadasys stridens,1,5000,8,,30,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Pomadasys stridens,1,500,10,,30,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Pomadasys stridens,1,150,10,,30,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Pomadasys stridens,1,3000,10,,30,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Pomadasys stridens,1,3000,8,,30,,Indo-Pacific,0.0049,3.406,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Sargocentron rubrum,1,1,15,,30,,Indo-Pacific,0.01801,3.015,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Sargocentron rubrum,1,1,13,,30,,Indo-Pacific,0.01801,3.015,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Sargocentron rubrum,1,1,8,,30,,Indo-Pacific,0.01801,3.015,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Sargocentron rubrum,1,1,10,,30,,Indo-Pacific,0.01801,3.015,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Sargocentron rubrum,1,1,10,,30,,Indo-Pacific,0.01801,3.015,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Sargocentron rubrum,1,1,12,,30,,Indo-Pacific,0.01801,3.015,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Seriola dumerili,1,1,25,,30,,Eastern Atlantic - Mediterranean,0.0251,2.86,61,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Serranus cabrilla ,1,1,15,,30,,Eastern Atlantic - Mediterranean, 0.0174,2.85,10,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Serranus cabrilla ,1,1,7,,30,,Eastern Atlantic - Mediterranean, 0.0174,2.85,10,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.494633,34.877960,Medussa,AR - 1,Siganus rivulatus,1,2,4,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,1,6,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,1,4,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,3,12,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,1,15,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,1,12,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,1,4,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,1,6,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Siganus rivulatus,1,6,4,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Siganus rivulatus,1,6,10,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Siganus rivulatus,1,1,12,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Siganus rivulatus,1,3,4,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Siganus rivulatus,1,4,6,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Siganus rivulatus,1,4,3,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Siganus rivulatus,1,6,4,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Siganus rivulatus,1,10,4,,30,,Indo-Pacific,0.0123,2.98,13.5,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Sparisoma cretense,1,1,5,,30,,Eastern Atlantic - Mediterranean,0.0145,3,31.9,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.500896,34.880688,Tetis,AR - 4,Sparisoma cretense,1,1,6,,30,,Eastern Atlantic - Mediterranean,0.0145,3,31.9,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Sphyraena sp.,1,5000,12,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,water_column,32.494633,34.877960,Medussa,AR - 1,Sphyraena sp.,1,5000,10,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,water_column,32.496597,34.878720,Sirenna,AR - 2,Sphyraena sp.,1,3000,10,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,water_column,32.496597,34.878720,Sirenna,AR - 2,Sphyraena sp.,1,4,25,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Sphyraena sp.,1,300,10,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Sphyraena sp.,1,1500,12,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,water_column,32.499030,34.880200,Athena,AR - 3,Sphyraena sp.,1,100,8,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,water_column,32.500896,34.880688,Tetis,AR - 4,Sphyraena sp.,1,3000,12,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,water_column,32.500896,34.880688,Tetis,AR - 4,Sphyraena sp.,1,6,30,,30,,Indo-Pacific, 0.0112,2.84,NA,Occasional, high-mobility species
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Stephanolepis diaspros,1,1,25,,30,,Indo-Pacific,0.0162,3.03,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Thalassoma pavo,1,6,4,,30,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Thalassoma pavo,1,4,3,,30,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Thalassoma pavo,1,3,6,,30,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.492550,34.877280,True,True ,Thalassoma pavo,1,6,5,,30,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.496597,34.878720,Sirenna,AR - 2,Thalassoma pavo,1,1,6,,30,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Thalassoma pavo,1,3,4,,30,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Thalassoma pavo,1,4,5,,30,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Thalassoma pavo,1,12,4,,30,,Eastern Atlantic - Mediterranean,NA,NA,NA,Resident ,Species showing high reef-fidelity
06/08/2018,Summer,sdot_yam,,bloks,32.499030,34.880200,Athena,AR - 3,Upeneus moluccensis,1,12,6,,30,,Indo-Pacific,0.0107,3.11,10.75,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,sand,32.496597,34.878720,Sirenna,AR - 2,Upeneus pori,1,300,10,,30,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,sand,32.499030,34.880200,Athena,AR - 3,Upeneus pori,1,100,10,,30,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
06/08/2018,Summer,sdot_yam,,sand,32.499030,34.880200,Athena,AR - 3,Upeneus pori,1,100,8,,30,,Indo-Pacific,0.0095,3.02,NA,Transient ,species showing low reef- fidelity
17/09/2018,Summer,sdot_yam,11:00,water_column,32.496597,34.878720,Sirenna,AR - 2,Alepes djedaba,1,3,18,,29,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
17/09/2018,Summer,sdot_yam,11:00,water_column,32.496597,34.878720,Sirenna,AR - 2,Alepes djedaba,1,1,12,,29,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
17/09/2018,Summer,sdot_yam,11:45,bloks,32.499030,34.880200,Athena,AR - 3,Alepes djedaba,1,4,20,,29,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
17/09/2018,Summer,sdot_yam,12:30,bloks,32.500896,34.880688,Tetis,AR - 4,Alepes djedaba,1,1,10,,29,,Indo-Pacific,0.0488,2.816,18.9,Occasional, high-mobility species
17/09/2018,Summer,sdot_yam,10:18,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,38,5,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,10:18,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,25,6,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,10:18,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,1,8,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,10:18,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,1,10,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,10:18,bloks,32.494633,34.877960,Medussa,AR - 1,Apogonichthyoides pharaonis,1,50,6,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Apogonichthyoides pharaonis,1,50,5,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,11:00,bloks,32.496597,34.878720,Sirenna,AR - 2,Apogonichthyoides pharaonis,1,50,5,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,12:30,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,30,6,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,12:30,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,25,5,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,12:30,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,10,8,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,12:30,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,20,5,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,12:30,bloks,32.500896,34.880688,Tetis,AR - 4,Apogonichthyoides pharaonis,1,1,10,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
17/09/2018,Summer,sdot_yam,10:18,bloks,32.494633,34.877960,Medussa,AR - 1,Boops boops,1,3000,8,,29,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
17/09/2018,Summer,sdot_yam,10:18,bloks,32.494633,34.877960,Medussa,AR - 1,Boops boops,1,300,6,,29,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
17/09/2018,Summer,sdot_yam,11:00,water_column,32.496597,34.878720,Sirenna,AR - 2,Boops boops,1,500,8,,29,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
17/09/2018,Summer,sdot_yam,11:45,bloks,32.499030,34.880200,Athena,AR - 3,Boops boops,1,3000,10,,29,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
17/09/2018,Summer,sdot_yam,11:45,bloks,32.499030,34.880200,Athena,AR - 3,Boops boops,1,500,8,,29,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
17/09/2018,Summer,sdot_yam,12:30,bloks,32.500896,34.880688,Tetis,AR - 4,Boops boops,1,2000,8,,29,,Eastern Atlantic - Mediterranean,0.011,2.9293,12.75,Transient ,species showing low reef- fidelity
17/09/2018,Summer,sdot_yam,16:36,,32.492550,34.877280,True,True ,Cheilodipterus novemstriatus,1,2,6,,29,,Indo-Pacific,NA,NA,NA,Resident ,Species showing high reef-fidelity
